id_entrance;name;id_station;direction;lat;lon;max_width;min_step;min_step_ramp;lift;lift_minus_step;min_rail_width;max_rail_width;max_angle
14983;;44;out;55.7519218667234;37.6123128811922;730;61;30;0;0;310;875;20
14984;;11;in;55.7519218667234;37.6123128811922;730;73;41;0;0;310;875;20
14985;;11;out;55.7519218667234;37.6123128811922;730;87;55;0;0;310;875;20
14990;;91;;55.80785299;37.63869888;;;;;;;;
15000;Южный;225;in;55.6318689;37.7669485;730;70;70;1;70;0;0;0
15001;Южный;225;out;55.6318689;37.7669485;730;70;70;1;70;0;0;0
15010;Северный;225;in;55.633708429394;37.7652156136226;730;3;0;0;0;0;0;0
15011;Северный;225;out;55.6337779005953;37.7654835906599;730;3;0;0;0;0;0;0
15020;;129;;55.89909379;37.58647028;;;;;;;;
15030;;129;;55.89688648;37.58649605;;;;;;;;
15040;;129;;55.89687088;37.58792621;;;;;;;;
15050;;129;;55.89907414;37.58799719;;;;;;;;
15060;;163;;55.58378375;37.59656057;;;;;;;;
15070;;163;;55.58161894;37.59620509;;;;;;;;
15080;;44;both;55.75237085;37.6034912;735;0;0;0;0;0;0;0
15090;кинотеатр Художественный;55;both;55.7521664034;37.601716225;550;65;0;0;0;0;0;0
15100;В сторону области, у турникетов налево, из стеклянных дверей налево. На юг, к финансовой академии.;37;both;55.80047488;37.53046104;720;50;22;0;0;300;620;20
15110;В сторону области, у турникетов налево, из стеклянных дверей направо. К торговому центру, ул. Черняховского.;37;both;55.80127082;37.53176733;720;52;21;0;0;300;620;20
15120;В сторону центра;37;both;55.80005496;37.53434927;720;58;58;0;0;0;0;0
15130;В сторону области, у турникетов направо. Выход в жилое здание.;37;both;55.80105983;37.53215142;720;63;63;0;0;0;0;0
15140;;87;;55.868686;37.66328697;;;;;;;;
15150;;87;;55.87061607;37.66429832;;;;;;;;
15160;;87;;55.87047389;37.6653275;;;;;;;;
15170;ул. Барклая (запад);61;in;55.7436635459;37.4974001378;550;28;0;0;0;0;0;0
15171;ул. Барклая (запад);61;out;55.7436105773;37.4974464853;560;28;0;0;0;0;0;0
15180;ул. Барклая (восток);61;in;55.7438312796;37.4982101153;550;28;0;0;0;0;0;0
15181;ул. Барклая (восток);61;out;55.7438732131;37.4981659749;560;28;0;0;0;0;0;0
15190;;120;;55.76085187;37.58124962;;;;;;;;
15200;;47;;55.77246507;37.67909885;;;;;;;;
15210;;122;;55.77337983;37.54447319;;;;;;;;
15220;;122;;55.77407416;37.54463307;;;;;;;;
15230;;122;;55.77314516;37.5485286;;;;;;;;
15240;;122;;55.77428106;37.54853327;;;;;;;;
15250;На Грузинский Вал.;67;both;55.7754196298;37.5827102001;720;1;1;0;0;0;0;0
15260;Вход в здании вокзала;35;in;55.7772410298;37.5821803383;720;0;0;0;0;0;0;0
15261;Выход в здании вокзала;35;out;55.7774231698;37.5823128037;720;0;0;0;0;0;0;0
15262;Вход с путепровода.;35;in;55.777539077;37.5821223847;70;39;39;0;0;0;0;0
15270;По лестнице, на эскалатор, из стеклянных дверей налево, потом налево. К церкви;67;both;55.7774314489;37.5857155101;550;68;31;0;0;320;770;0
15271;По лестнице, на эскалатор, из стеклянных дверей налево, потом налево. К бизнес-центру;67;both;55.7776549843;37.5862453719;550;74;71;0;0;320;970;0
15280;;105;;55.64181717;37.52520845;;;;;;;;
15290;;105;;55.64162547;37.52609887;;;;;;;;
15300;;105;;55.64374655;37.52658815;;;;;;;;
15310;;105;;55.64362896;37.5273558;;;;;;;;
15320;;130;;55.88413344;37.60459656;;;;;;;;
15330;;130;;55.88410539;37.601486;;;;;;;;
15340;;130;;55.88354767;37.60520752;;;;;;;;
15350;;54;both;55.75231421;37.60877575;735;49;49;0;0;0;0;0
15351;;44;both;55.7523142099999;37.60877575;735;70;70;0;0;0;0;0
15352;;11;both;55.7523142099999;37.60877575;735;96;96;0;0;0;0;0
15360;;54;in;55.75222369;37.61004135;730;61;20;0;0;310;940;23
15361;;54;out;55.75222369;37.61004135;730;70;29;0;0;310;940;23
15362;;44;in;55.7522236899999;37.61004135;730;41;16;0;0;310;940;23
15363;;44;out;55.7522236899999;37.61004135;730;49;24;0;0;310;940;23
15364;;11;in;55.7522236899999;37.61004135;730;67;42;0;0;310;940;23
15365;;11;out;55.7522236899999;37.61004135;730;73;48;0;0;310;940;23
15370;;220;both;55.63240185;37.74370286;725;38;0;0;0;355;900;21
15380;;220;both;55.63393995;37.74443648;725;38;0;1;38;355;900;21
15400;;89;;55.84589687;37.63834831;;;;;;;;
15410;;89;;55.84679352;37.63908286;;;;;;;;
15420;;89;;55.84393001;37.63757791;;;;;;;;
15440;;158;both;55.6586748707;37.7489345261;740;58;26;0;0;410;860;18
15450;;158;both;55.6592834565;37.749752625;740;62;62;0;0;0;0;0
15460;;158;both;55.6590340361;37.7499322076;740;63;26;0;0;410;860;20
15470;;158;both;55.6598671002;37.7520871998;740;64;26;0;0;410;860;20
15480;;158;both;55.660121509;37.7526957856;740;64;64;0;0;0;0;0
15490;;158;both;55.6600217408;37.7517529765;740;60;26;0;0;410;860;20
15500;;193;;55.54588588;37.54428498;;;;;;;;
15510;;164;;55.57033056;37.57644945;;;;;;;;
15520;;164;;55.57026073;37.5772271;;;;;;;;
15540;;27;;55.65313553;37.61787823;;;;;;;;
15550;;27;;55.65352661;37.62076014;;;;;;;;
15560;;27;;55.65366996;37.61807552;;;;;;;;
15570;;27;;55.65374394;37.62292398;;;;;;;;
15580;;90;;55.82030674;37.63995527;;;;;;;;
15590;;90;;55.81959532;37.64071384;;;;;;;;
15600;;90;;55.819939;37.639609;;;;;;;;
15610;;90;;55.81998641;37.64111212;;;;;;;;
15620;;90;;55.82232699;37.64145014;;;;;;;;
15630;;132;;55.84612658;37.58937589;;;;;;;;
15640;;132;;55.84822338;37.59047346;;;;;;;;
15650;В область;40;in;55.8406195405;37.4861842792;790;44;44;0;0;0;0;0
15651;В область;40;out;55.840669215;37.4863415819;550;0;0;0;0;0;0;0
15660;В центр;40;in;55.839121025;37.4873681892;790;44;44;0;0;0;0;0
15661;В центр;40;out;55.8391624205;37.4875586083;550;0;0;0;0;0;0;0
15670;В центр, из стеклянных дверей направо, потом направо;39;both;55.81803907;37.49798146;720;51;25;0;0;300;740;20
15680;В область, из стеклянных дверей налево, потом направо;39;both;55.81978079;37.49659;720;46;24;0;0;360;820;20
15690;В область, из стеклянных дверей направо. К торговому центру и автобусам.;39;both;55.82008728;37.49777692;720;50;24;0;0;780;330;20
15700;В область, из стеклянных дверей налево, потом ещё налево;39;both;55.819632045;37.4967980737;720;55;55;0;0;0;0;0
15710;В центр, из стеклянных дверей направо, потом налево;39;both;55.81790159;37.49817825;720;55;55;0;0;0;0;0
15720;В центр, из стеклянных дверей налево, потом налево. К трамваям.;39;both;55.81850867;37.49891145;720;49;24;0;0;320;780;20
15730;В центр, из стеклянных дверей налево, потом направо;39;both;55.81788214;37.49958531;720;46;46;0;0;0;0;0
15740;;114;;55.72560261;37.68520462;;;;;;;;
15750;;114;;55.72416831;37.68891985;;;;;;;;
15760;;156;both;55.691167128;37.7509629281;720;64;24;0;0;315;750;20
15770;;156;both;55.6909693436;37.7516693007;720;57;0;0;0;315;930;20
15780;;156;both;55.6906528887;37.7553141837;720;67;2;0;0;315;920;20
15790;;156;both;55.6906302848;37.7563765682;720;58;2;0;0;315;870;20
15800;Новотушинский проезд (север);214;in;55.83640171;37.3817157;850;;;;;;;
15801;Новотушинский проезд (север);214;out;55.83640171;37.3817157;850;;;;;;;
15810;Новотушинский проезд (юг);214;0;55.83466992;37.3836694;850;;;;;;;
15811;Новотушинский проезд (юг);214;0;55.83466992;37.3836694;850;;;;;;;
15820;;16;both;55.709501493005;37.5579026558265;720;75;75;0;0;0;0;0
15830;;16;both;55.71167098;37.5607497299999;720;4;0;0;0;605;890;25
15840;;16;both;55.71149632;37.5613638;720;4;0;0;0;605;890;25
15850;;16;both;55.7085399329839;37.556490128696;720;24;24;0;0;0;0;0
15851;;16;both;55.7085208972959;37.5571896902317;720;22;22;0;0;0;0;0
15860;;188;;55.7483359;37.54386679;;;;;;;;
15870;;188;;55.75014778;37.542603;;;;;;;;
15890;;110;;55.71579927;37.81890985;;;;;;;;
15900;;110;;55.71603879;37.81679028;;;;;;;;
15910;В сторону области;36;both;55.7904958543;37.5565151565;720;0;0;0;0;0;0;0
15920;В сторону центра;36;both;55.7889352457;37.5599385606;720;13;13;0;0;0;0;0
15930;;135;;55.807973;37.58032655;;;;;;;;
15940;;135;;55.80811522;37.5814693;;;;;;;;
15950;;74;;55.72905314;37.62253408;;;;;;;;
15960;В сторону центра, из стеклянных дверей направо, на втором повороте налево. На северную сторону Орехового бульвара.;21;both;55.610880977;37.7165013441;800;65;26;0;0;410;880;20
15961;В сторону центра, из стеклянных дверей направо, на первом повороте налево. На южную сторону Орехового бульвара.;21;both;55.6105787902;37.7166338095;800;63;63;0;0;0;0;0
15962;В сторону центра, из стеклянных дверей направо, потом прямо, чуть направо и на пандус. На западную сторону Каширского шоссе. в сторону центра.;21;both;55.6109968843;37.7166586468;800;34;25;0;0;400;1000;20
15963;В сторону центра, из стеклянных дверей направо, потом прямо, потом направо, до конца коридора, налево на пандус. На восточную сторону Каширского шоссе. в сторону центра.;21;both;55.6112286989;37.7180660923;800;34;25;0;0;400;1000;20
15964;В сторону центра, из стеклянных дверей направо. потом всё время по правой стенке до упора. ;21;both;55.611145908;37.71808679;800;62;53;0;0;400;1000;20
15970;В сторону центра, из стеклянных дверей налево, потом направо. На южную сторону Орехового бульвара в восточном направлении.;21;both;55.6102103707;37.7168283682;800;63;26;0;0;410;820;20
15980;В сторону центра, из стеклянных дверей налево. Потом прямо, налево, на третьем повороте направо. ;21;both;55.6100240911;37.7182192555;800;58;26;0;0;400;670;20
15981;В сторону центра, из стеклянных дверей налево. Потом прямо, налево, на первом повороте направо. ;21;both;55.6098667884;37.7173292532;800;57;57;0;0;0;0;0
15982;В сторону центра, из стеклянных дверей налево. Потом прямо, налево, на втором повороте направо. ;21;both;55.6099206025;37.7176148818;800;56;26;0;0;400;670;20
15983;В сторону центра, из стеклянных дверей налево. Потом прямо, налево, на последнем четвёртом повороте направо. ;21;both;55.610053068;37.7183517209;800;51;25;0;0;400;1050;20
15984;В сторону центра, из стеклянных дверей налево. Потом прямо, налево, на третьем повороте налево. ;21;both;55.6101606961;37.7181530227;800;57;57;0;0;0;0;0
15990;В сторону области, из стеклянных дверей налево. К улице генерала Белова в северном направлении.;21;both;55.611564002;37.72090996;800;56;25;0;0;400;750;20
16000;В сторону области, из стеклянных дверей направо, потом налево. К улице генерала Белова в южном направлении, ;21;both;55.6108602793;37.7210258673;800;58;26;0;0;420;820;20
16001;К торговому центру, автостанции.;21;both;55.6107857675;37.7205291218;800;58;26;0;0;420;820;20
16010;;218;in;55.7815840434;37.6139571863;800;65;0;1;33;470;885;21
16011;;218;out;55.7815840434;37.6139571863;800;65;7;1;33;470;890;21
16020;;218;in;55.781323972;37.6143127269;800;59;0;0;0;470;885;21
16021;;218;out;55.781323972;37.6143127269;800;59;7;0;0;470;890;21
16022;;218;in;55.7812164;37.6133883;800;59;27;0;0;470;890;18
16023;;218;out;55.7812164;37.6133883;800;59;34;0;0;470;890;18
16030;;161;both;55.7178314895572;37.6762061026953;590;38;3;0;0;410;750;26
16031;;161;both;55.7180268909762;37.676925300042;590;40;40;0;0;0;0;0
16032;;161;both;55.7176670656545;37.6771960566901;590;40;3;0;0;430;870;18
16040;К автостанции;222;both;55.6134262765;37.7455978932;800;41;0;1;41;390;860;20
16050;К рынку;222;both;55.6130495842;37.7443167175;800;36;0;1;36;410;900;20
16051;К Воронежской улице;222;both;55.6111487082;37.7448515647;800;65;1;0;0;410;880;20
16060;;51;;55.78777342;37.77989672;;;;;;;;
16070;;51;;55.7878118;37.78314681;;;;;;;;
16080;;104;;55.65567157;37.53824783;;;;;;;;
16090;;104;;55.65656156;37.53922392;;;;;;;;
16100;;104;;55.65537916;37.53940426;;;;;;;;
16110;;104;;55.656292;37.54018149;;;;;;;;
16120;;104;;55.6581429;37.54090217;;;;;;;;
16130;;104;;55.65779153;37.54182909;;;;;;;;
16140;В сторону центра, из стеклянных дверей направо. К Кантемировской улице.;24;both;55.6369125086;37.6561219341;800;59;0;0;0;410;720;20
16150;В сторону области, из стеклянных дверей направо, потом налево. На Пролетарский проспект.;24;both;55.6345736655;37.6571940764;800;67;0;0;0;320;720;20
16160;В сторону области, из стеклянных дверей налево, потом налево. ;24;both;55.6350993877;37.6576287286;800;54;0;0;0;320;720;20
16161;В сторону области, из стеклянных дверей налево, потом направо. К Кавказскому бульвару, улицам Медиков, Ереванской.;24;both;55.6348178986;37.6578936595;800;57;30;0;0;320;720;20
16170;В сторону центра, из стеклянных дверей налево, потом направо. К промзоне на Кантемировской улице;24;both;55.6366931127;37.65533956;800;63;0;0;0;320;720;20
16171;В сторону центра, из стеклянных дверей налево, потом налево. К автобусам по Пролетарскому проспекту на юг.;24;both;55.63644474;37.6555713745;800;58;1;0;0;320;720;20
16180;;26;;55.65298148;37.59657594;;;;;;;;
16190;;26;;55.65304012;37.59674464;;;;;;;;
16200;;26;;55.65254423;37.59691036;;;;;;;;
16210;;26;;55.65259467;37.59708717;;;;;;;;
16220;;26;;55.6535609;37.59997362;;;;;;;;
16230;;26;;55.65291899;37.60008473;;;;;;;;
16234;В сторону центра;25;in;55.6555984168;37.6495524755;800;47;1;0;0;320;710;20
16240;;26;;55.65356348;37.60012432;;;;;;;;
16250;;26;;55.65291591;37.60025153;;;;;;;;
16260;В сторону области;226;in;55.6544062277;37.6478966573;800;46;0;0;0;320;710;20
16261;В сторону области;226;out;55.6540916223;37.6478469827;550;3;3;0;0;320;710;20
16262;;25;in;55.6544062277;37.6478966573;800;46;0;0;0;320;710;20
16263;;25;out;55.6540916223;37.6478469827;550;3;3;0;0;320;710;20
16265;В сторону центра;25;out;55.6557143241;37.6501651282;550;3;3;0;0;320;710;20
16270;В сторону центра;226;in;55.6555984168;37.6495524755;800;47;1;0;0;320;710;20
16271;В сторону центра;226;out;55.6557143241;37.6501651282;550;3;3;0;0;320;710;20
16280;;42;;55.74301243;37.56432053;;;;;;;;
16290;;42;;55.74322109;37.56542533;;;;;;;;
16300;;42;;55.74411183;37.56690469;;;;;;;;
16310;;42;;55.74370794;37.56717499;;;;;;;;
16320;;42;;55.7436919;37.5675733;;;;;;;;
16330;;42;;55.74420545;37.56711806;;;;;;;;
16340;;96;;55.75623265;37.63001847;;;;;;;;
16350;;96;;55.756976;37.63054;;;;;;;;
16360;;96;;55.7567514;37.6306633;;;;;;;;
16370;;96;;55.75735839;37.63176808;;;;;;;;
16380;;96;;55.75687174;37.63124653;;;;;;;;
16390;;96;;55.75715518;37.63177758;;;;;;;;
16400;;96;;55.7531549;37.63294431;;;;;;;;
16410;;96;;55.75297039;37.63357971;;;;;;;;
16420;;96;;55.75418955;37.63409557;;;;;;;;
16430;;96;;55.75411895;37.63494999;;;;;;;;
16440;;96;;55.75661768;37.62951582;;;;;;;;
16450;;96;;55.7537475;37.63544813;;;;;;;;
16460;;154;both;55.70621492;37.68544243;700;26;0;0;0;315;760;20
16470;;154;both;55.7063415069;37.6856446879;700;63;0;0;0;315;760;20
16480;В сторону области, из стеклянных дверей направо, потом налево. На проспект Андропова.;28;both;55.67686086;37.66278651;790;55;24;0;0;320;720;20
16490;В сторону области, из стеклянных дверей направо, потом направо. На Нагатинскую улицу;28;both;55.6776979;37.662973;790;53;25;0;0;350;830;20
16500;В сторону центра, из стеклянных дверей налево, потом налево. К автобусам по проспекту Андропова в Орехово, Бирюлёво.;28;both;55.67925019;37.66335108;790;57;33;0;0;320;780;20
16510;В сторону области, из стеклянных дверей налево, потом направо. К кинотеатру Орбита, парку Коломенское.;28;both;55.6766480055;37.6641981873;790;32;24;0;0;480;680;20
16520;В сторону области, из стеклянных дверей налево, потом налево. К трамваям.;28;both;55.67765203;37.66454562;790;49;25;0;0;340;770;20
16530;В сторону центра, из стеклянных дверей направо, потом налево. К автобусам про проспекту Андропова в центр.;28;both;55.67953422;37.66499881;790;55;1;0;0;310;680;20
16540;В сторону центра, из стеклянных дверей направо, потом направо. На Судостроительную улицу.;28;both;55.67914037;37.66488741;790;56;24;0;0;320;780;20
16550;В сторону центра, из стеклянных дверей налево, потом направо. К Высокой улице.;28;both;55.67966748;37.66344589;790;55;1;0;0;310;670;20
16560;;70;in;55.7758404599999;37.6559069899999;770;69;46;0;0;325;775;19
16561;;6;in;55.7758404599999;37.6559069899999;770;77;77;0;0;0;0;0
16570;;70;in;55.7749230193837;37.6562295240408;770;74;51;0;0;325;775;19
16571;;70;in;55.7751489982246;37.6566520831376;770;74;51;0;0;325;775;19
16572;;6;in;55.7749230193837;37.6562295240408;770;82;82;0;0;0;0;0
16573;;6;in;55.7751489982246;37.6566520831376;770;82;82;0;0;0;0;0
16580;;70;both;55.77447097;37.6558818299999;725;44;44;0;0;0;0;0
16581;;70;both;55.773892794362;37.6557684467885;725;31;24;0;0;360;650;20
16582;;70;both;55.7735602068878;37.6558157512647;725;7;0;0;0;360;650;20
16583;;6;both;55.77447097;37.6558818299999;725;75;75;0;0;0;0;0
16584;;6;both;55.773892794362;37.6557684467885;725;62;55;0;0;360;650;20
16585;;6;both;55.7735602068878;37.6558157512647;725;38;31;0;0;360;650;20
16590;;70;out;55.77653319;37.6560782199999;540;23;0;0;0;325;775;19
16591;;6;out;55.77653319;37.6560782199999;540;31;31;0;0;0;0;0
16600;;6;in;55.7754917;37.65612513;770;81;81;0;0;0;0;19
16601;;70;in;55.7754917;37.65612513;770;73;50;0;0;325;775;0
16610;;6;in;55.77570816;37.65528109;770;76;76;0;0;0;0;19
16611;;70;in;55.77570816;37.65528109;770;68;45;0;0;325;775;0
16620;;106;;55.6323372;37.5179373;;;;;;;;
16630;;106;;55.63427391;37.51919373;;;;;;;;
16640;;106;;55.63204283;37.51931479;;;;;;;;
16650;;106;;55.63474735;37.51954222;;;;;;;;
16660;;106;;55.63408463;37.51988515;;;;;;;;
16670;;106;;55.63389484;37.52058618;;;;;;;;
16680;К улице Мусы Джалиля;20;both;55.6141866807;37.7466132833;800;59;59;0;0;0;0;0
16690;К магазину ТУК;20;both;55.613590196;37.7461625048;800;57;57;0;0;0;0;0
16700;К автостанции;20;both;55.6136175159;37.7467726495;800;61;26;0;0;420;820;0
16710;К Кустанайской улице;20;both;55.614191234;37.7466178366;800;61;25;0;0;320;750;0
16720;К ТЦ Облака;20;both;55.6134126165;37.7423513769;800;63;38;0;0;320;750;0
16730;К Мусы Джалиля на север.;20;both;55.6139681214;37.7428932218;800;62;37;0;0;320;740;0
16740;К рынку;20;both;55.6134353831;37.7429842882;800;61;0;0;0;320;820;0
16750;К Ореховому проезду;20;both;55.6139408015;37.7422876304;800;67;25;0;0;320;750;0
16760;;78;;55.76024487;37.57712911;;;;;;;;
16770;;5;both;55.78007357;37.66609759;780;59;59;0;0;0;0;0
16780;;7;both;55.76836658;37.64780124;730;41;41;0;0;0;0;0
16790;;7;in;55.7696686;37.65016808;730;5;5;0;0;0;0;0
16791;;7;out;55.7696686;37.65016808;700;2;2;0;0;0;0;0
16800;;153;both;55.732304914;37.6654816515;590;41;0;0;0;210;770;21
16801;;115;both;55.732304914;37.6654816515;590;95;54;0;0;210;770;21
16810;;12;both;55.74571998;37.60517249;720;49;49;0;0;0;0;0
16820;;12;both;55.74491549;37.60178222;720;50;50;0;0;0;0;0
16830;Осенний бульвар (север);66;both;55.7579053533;37.4072899322;800;28;28;0;0;0;0;0
16840;Осенний бульвар (юг);66;both;55.7556186382;37.4076061801;800;32;32;0;0;0;0;0
16850;Осенний бульвар (юг);66;both;55.7553023903;37.4085995226;800;34;0;0;0;410;1070;0
16860;Осенний бульвар (север);66;both;55.7576499224;37.4086279039;800;35;0;0;0;360;630;0
16870;Осенний бульвар (север);66;both;55.7573580013;37.4073872392;800;39;0;0;0;350;820;0
16880;Осенний бульвар (север);66;both;55.7581324031;37.4085549236;800;26;0;0;0;370;860;0
16890;Осенний бульвар (юг);66;both;55.7556551283;37.4088630625;800;32;0;0;0;410;940;0
16900;Осенний бульвар (юг);66;both;55.7552861725;37.4076629425;800;33;0;0;0;0;0;0
16910;;118;both;55.76155723;37.62442413;710;0;0;0;0;0;0;0
16920;;112;;55.70558707;37.76315743;;;;;;;;
16930;;112;;55.70600474;37.76331862;;;;;;;;
16940;;112;;55.70496801;37.76773797;;;;;;;;
16950;;112;;55.70547136;37.76751034;;;;;;;;
16960;Молдавская ул.;210;in;55.7306920536;37.4454977688;730;30;30;0;0;0;0;0
16961;Молдавская ул.;210;out;55.7307416413;37.4454836009;730;30;30;0;0;0;0;0
16970;Малая Филевская ул.;210;in;55.7308514427;37.4464541035;730;38;38;0;0;0;0;0
16971;Малая Филевская ул.;210;out;55.730794771;37.4464859813;680;38;38;1;38;0;0;0
16980;Рублевское ш.;64;in;55.7305680842;37.44564299;550;32;32;0;0;0;0;0
16981;Рублевское ш.;64;out;55.7305149545;37.4456642419;550;32;32;0;0;0;0;0
16990;Кастанаевская ул.;64;in;55.7306778856;37.4465249431;550;29;29;0;0;0;0;0
16991;Кастанаевская ул.;64;out;55.7307274734;37.4465072332;550;29;29;0;0;0;0;0
17000;;46;both;55.75862302;37.6590404;800;0;0;0;0;0;0;0
17001;;71;both;55.75862302;37.6590404;800;0;0;0;0;0;0;0
17010;;46;both;55.75855002;37.66035918;700;43;43;0;0;0;0;0
17011;;71;both;55.75855002;37.66035918;700;43;43;0;0;0;0;0
17012;;46;both;55.7579523;37.6600452;720;15;0;0;0;310;720;23
17013;;71;both;55.7579523;37.6600452;720;15;0;0;0;310;720;23
17014;;46;both;55.7585724;37.661041;730;15;15;0;0;0;0;0
17015;;71;both;55.7585724;37.661041;730;15;15;0;0;0;0;0
17020;;46;both;55.76020833;37.66160326;730;15;0;0;0;0;0;0
17021;;71;both;55.76020833;37.66160326;730;15;0;0;0;0;0;0
17030;;71;in;55.75602493;37.65934368;720;32;0;0;0;0;0;7
17031;;71;out;55.75602493;37.65934368;600;32;0;0;0;0;0;7
17032;;71;in;55.7559227;37.6582024;720;66;66;0;0;0;0;0
17033;;71;out;55.7559227;37.6582024;600;58;58;0;0;0;0;0
17034;;151;in;55.75602493;37.65934368;720;32;0;0;0;0;0;7
17035;;151;out;55.75602493;37.65934368;600;32;0;0;0;0;0;7
17036;;151;in;55.7559227;37.6582024;720;66;66;0;0;0;0;0
17037;;151;out;55.7559227;37.6582024;600;58;58;0;0;0;0;0
17040;Кутузовский проспект (юг);59;in;55.739462883;37.5349365164;660;31;0;0;0;0;0;0
17041;Кутузовский проспект (юг);59;out;55.7395324881;37.5348858945;540;32;0;0;0;0;0;0
17050;Кутузовский проспект (север);59;in;55.7405734009;37.5342594485;800;34;0;0;0;0;0;0
17051;Кутузовский проспект (север);59;out;55.7405417622;37.5342784317;560;36;0;0;0;0;0;0
17060;;100;;55.70685232;37.58487688;;;;;;;;
17070;;100;;55.70841343;37.58738722;;;;;;;;
17090;;9;both;55.7588134299999;37.62632637;720;20;20;0;0;0;0;0
17100;;9;both;55.7589304299999;37.6271775;720;20;20;0;0;0;0;0
17101;;9;both;55.7592420352623;37.628021263033;720;32;32;0;0;0;0;0
17120;;9;both;55.7600306699999;37.6279527;720;26;26;0;0;0;0;0
17130;;9;both;55.75961894;37.62854544;720;30;30;0;0;0;0;0
17140;;9;both;55.7600093;37.62846718;720;26;26;0;0;0;0;0
