stationId,lineId,nodeId,stationName,stationName_en,lineName,routesIn,routesOut,minTaper,maxTaper,minStairs,avStairs,maxStairs,minRailsStairs,avRailsStairs,maxRailsStairs,lift,minLiftAmount,maxLiftAmount,minLiftStairs,avLiftStairs,maxLiftStairs,minStairways,maxStairways,stairwayAvailableRoutesIn,stairwayAvailableRoutesOut,stairwayAvailableRoutesAmount,liftAvailableRoutesIn,liftAvailableRoutesOut,liftAvailableRoutesAmount,wheelchairFriendlyRoutes,wheelchairFriendlyRoutesIn,wheelchairFriendlyRoutesOut,wheelchairFriendlyRoutesAmount,handicappedFriendlyRoutes,handicappedFriendlyRoutesIn,handicappedFriendlyRoutesOut,handicappedFriendlyRoutesAmount,luggageFriendlyRoutes,luggageFriendlyRoutesIn,luggageFriendlyRoutesOut,luggageFriendlyRoutesAmount
112,7,150,Кузьминки,Kuzminki,Таганско-Краснопресненская,8,8,550,740.0,22.0,45,62.0,1.0,23,62.0,0,0.0,0.0,22,45,64,0,1.0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,3,3,6
113,7,149,Текстильщики,Tekstilschiki,Таганско-Краснопресненская,8,7,540,800.0,25.0,33,59.0,0.0,7,27.0,0,0.0,0.0,25,33,59,0,1.0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,1,4,5,9
114,7,148,Волгоградский проспект,Volgogradsky Prospekt,Таганско-Краснопресненская,4,4,740,740.0,52.0,53,55.0,25.0,46,53.0,0,0.0,0.0,52,53,55,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,7,98,Пролетарская,Proletarskaya,Таганско-Краснопресненская,10,10,720,720.0,57.0,63,95.0,5.0,26,54.0,0,0.0,0.0,57,63,95,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,7,64,Таганская,Taganskaya,Таганско-Краснопресненская,3,3,740,740.0,28.0,30,32.0,28.0,30,32.0,0,0.0,0.0,28,30,32,1,1.0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,7,132,Кузнецкий мост,Kuznetsky Most,Таганско-Краснопресненская,1,1,710,710.0,1.0,1,1.0,1.0,1,1.0,0,0.0,0.0,1,1,1,1,1.0,1,1,2,0,0,0,0,0,0,0,1,1,1,2,1,1,1,2
119,7,46,Пушкинская,Pushkinskaya,Таганско-Краснопресненская,15,15,720,720.0,0.0,41,62.0,0.0,32,62.0,0,0.0,0.0,0,41,62,1,2.0,15,15,30,0,0,0,0,0,0,0,1,1,1,2,1,1,1,2
120,7,94,Баррикадная,Barrikadnaya,Таганско-Краснопресненская,1,1,730,730.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,1,1.0,1,1,2,0,0,0,0,0,0,0,1,1,1,2,1,1,1,2
121,7,147,Улица 1905 года,Ulitsa 1905 Goda,Таганско-Краснопресненская,3,3,720,740.0,0.0,30,60.0,0.0,9,36.0,0,0.0,0.0,0,30,60,0,1.0,1,1,2,0,0,0,0,0,0,0,1,1,1,2,1,2,2,4
122,7,146,Беговая,Begovaya,Таганско-Краснопресненская,6,6,740,810.0,2.0,54,88.0,1.0,42,88.0,0,0.0,0.0,2,54,88,0,1.0,0,6,6,0,0,0,0,0,0,0,1,0,1,1,1,0,3,3
123,7,145,Полежаевская,Polejaevskaya,Таганско-Краснопресненская,8,8,740,740.0,36.0,61,90.0,0.0,39,86.0,0,0.0,0.0,36,61,90,0,1.0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
124,7,144,Октябрьское поле,Oktyabrskoye Pole,Таганско-Краснопресненская,8,8,740,740.0,56.0,58,60.0,25.0,33,58.0,0,0.0,0.0,56,58,60,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,7,143,Щукинская,Schukinskaya,Таганско-Краснопресненская,4,4,740,740.0,33.0,44,60.0,1.0,12,24.0,0,0.0,0.0,33,44,60,0,1.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4
126,7,142,Тушинская,Tushinskaya,Таганско-Краснопресненская,6,6,740,740.0,17.0,36,56.0,0.0,28,56.0,0,0.0,0.0,17,36,56,0,1.0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4
127,7,141,Сходненская,Skhodnenskaya,Таганско-Краснопресненская,9,9,740,740.0,34.0,55,70.0,0.0,23,60.0,0,0.0,0.0,34,55,70,0,1.0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,3,3,6
128,7,140,Планерная,Planernaya,Таганско-Краснопресненская,2,2,710,710.0,3.0,25,47.0,0.0,24,47.0,0,0.0,0.0,3,25,47,0,1.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
129,9,108,Алтуфьево,Altufyevo,Серпуховско-Тимирязевская,8,8,740,900.0,30.0,59,71.0,0.0,18,37.0,0,0.0,0.0,30,59,71,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,8
130,9,109,Бибирево,Bibirevo,Серпуховско-Тимирязевская,6,6,720,730.0,37.0,56,80.0,0.0,32,75.0,0,0.0,0.0,37,56,80,0,1.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4
131,9,110,Отрадное,Otradnoye,Серпуховско-Тимирязевская,8,8,740,750.0,24.0,53,65.0,0.0,19,40.0,0,0.0,0.0,24,53,65,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,8
132,9,111,Владыкино,Vladykino,Серпуховско-Тимирязевская,2,2,740,750.0,1.0,2,2.0,1.0,2,2.0,0,0.0,0.0,1,2,2,1,1.0,2,2,4,0,0,0,0,0,0,0,1,2,2,4,1,2,2,4
133,9,112,Петровско-Разумовская,Petrovsko-Razumovskaya,Серпуховско-Тимирязевская,1,1,740,740.0,1.0,2,2.0,1.0,2,2.0,0,0.0,0.0,1,2,2,1,1.0,1,1,2,0,0,0,0,0,0,0,1,1,1,2,1,1,1,2
134,9,113,Тимирязевская,Timiryazevskaya,Серпуховско-Тимирязевская,7,7,740,740.0,14.0,34,43.0,0.0,14,35.0,0,0.0,0.0,14,34,43,1,1.0,7,7,14,0,0,0,0,0,0,0,0,0,0,0,1,4,4,8
135,9,114,Дмитровская,Dmitrovskaya,Серпуховско-Тимирязевская,4,4,740,740.0,36.0,38,40.0,0.0,18,40.0,0,0.0,0.0,36,38,40,1,1.0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2
136,9,115,Савеловская,Savelovskaya,Серпуховско-Тимирязевская,6,6,740,740.0,36.0,51,75.0,1.0,22,59.0,0,0.0,0.0,36,51,75,1,1.0,6,6,12,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2
137,9,90,Менделеевская,Mendeleevskaya,Серпуховско-Тимирязевская,3,3,750,750.0,33.0,37,43.0,3.0,16,43.0,0,0.0,0.0,33,37,43,1,1.0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,9,97,Цветной бульвар,Tsvetnoy Bulvar,Серпуховско-Тимирязевская,1,1,720,720.0,26.0,26,26.0,26.0,26,26.0,0,0.0,0.0,26,26,26,1,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,9,46,Чеховская,Chekhovskaya,Серпуховско-Тимирязевская,4,4,720,720.0,53.0,56,62.0,26.0,43,62.0,0,0.0,0.0,53,56,62,3,3.0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,9,13,Боровицкая,Borovitskaya,Серпуховско-Тимирязевская,1,1,730,730.0,23.0,43,63.0,23.0,43,63.0,0,0.0,0.0,23,43,63,1,2.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,9,116,Полянка,Polyanka,Серпуховско-Тимирязевская,1,1,730,730.0,52.0,52,52.0,2.0,4,7.0,0,0.0,0.0,52,52,52,1,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
142,9,92,Серпуховская,Serpukhovskaya,Серпуховско-Тимирязевская,2,2,720,720.0,35.0,38,42.0,0.0,2,4.0,0,0.0,0.0,35,38,42,1,1.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
143,9,117,Тульская,Tulskaya,Серпуховско-Тимирязевская,2,2,740,740.0,35.0,55,75.0,0.0,37,74.0,0,0.0,0.0,35,55,75,0,1.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
144,9,118,Нагатинская,Nagatinskaya,Серпуховско-Тимирязевская,7,7,740,740.0,30.0,47,60.0,0.0,23,50.0,0,0.0,0.0,30,47,60,0,1.0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
145,9,119,Нагорная,Nagornaya,Серпуховско-Тимирязевская,3,3,740,740.0,64.0,65,65.0,24.0,51,65.0,0,0.0,0.0,64,65,65,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,9,120,Нахимовский проспект,Nakhimovsky Prospect,Серпуховско-Тимирязевская,5,5,740,740.0,32.0,48,72.0,0.0,20,65.0,0,0.0,0.0,32,48,72,0,1.0,2,5,7,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6
147,9,89,Севастопольская,Sevastopolskaya,Серпуховско-Тимирязевская,4,4,720,720.0,28.0,34,40.0,28.0,34,40.0,0,0.0,0.0,28,34,40,1,1.0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,9,121,Чертановская,Chertanovskaya,Серпуховско-Тимирязевская,8,8,740,740.0,4.0,26,53.0,0.0,10,32.0,0,0.0,0.0,4,26,53,1,1.0,8,8,16,0,0,0,0,0,0,0,0,0,0,0,1,5,4,9
149,9,122,Южная,Yujnaya,Серпуховско-Тимирязевская,8,8,740,740.0,31.0,47,76.0,0.0,32,76.0,0,0.0,0.0,31,47,76,0,1.0,4,8,12,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4
150,9,123,Пражская,Prajskaya,Серпуховско-Тимирязевская,12,12,740,740.0,31.0,55,81.0,0.0,38,78.0,0,0.0,0.0,31,55,81,0,1.0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6
151,10,15,Чкаловская,Chkalovskaya,Люблинско-Дмитровская,2,2,600,720.0,32.0,47,66.0,0.0,31,66.0,0,0.0,0.0,32,47,66,1,1.0,2,2,4,0,0,0,0,0,0,0,1,1,1,2,1,1,0,1
152,10,63,Римская,Rimskaya,Люблинско-Дмитровская,4,4,720,720.0,72.0,76,85.0,28.0,38,68.0,0,0.0,0.0,72,76,85,1,1.0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,10,98,Крестьянская застава,Krestyanskaya Zastava,Люблинско-Дмитровская,1,1,720,720.0,44.0,44,44.0,1.0,1,1.0,0,0.0,0.0,44,44,44,1,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
154,10,100,Кожуховская,Kojukhovskaya,Люблинско-Дмитровская,2,2,550,550.0,26.0,45,64.0,1.0,2,2.0,0,0.0,0.0,26,45,64,0,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,10,101,Печатники,Pechatniki,Люблинско-Дмитровская,5,5,720,720.0,22.0,71,85.0,0.0,32,63.0,0,0.0,0.0,22,71,85,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
156,10,102,Волжская,Voljskaya,Люблинско-Дмитровская,4,4,590,720.0,59.0,64,70.0,1.0,12,39.0,0,0.0,0.0,59,64,70,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
157,10,103,Люблино,Lyublino,Люблинско-Дмитровская,6,6,570,720.0,57.0,66,75.0,22.0,38,60.0,0,0.0,0.0,57,66,75,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,10,104,Братиславская,Bratislavskaya,Люблинско-Дмитровская,6,6,740,740.0,58.0,62,64.0,0.0,12,38.0,0,0.0,0.0,58,62,64,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,8
159,10,105,Марьино,Maryino,Люблинско-Дмитровская,8,8,590,725.0,65.0,70,77.0,7.0,37,68.0,0,0.0,0.0,65,70,77,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,10,99,Дубровка,Dubrovka,Люблинско-Дмитровская,3,3,550,550.0,39.0,41,43.0,1.0,14,40.0,0,0.0,0.0,39,41,43,1,1.0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,9,124,Улица Академика Янгеля,Ulitsa Akademika Yangelya,Серпуховско-Тимирязевская,7,7,740,740.0,25.0,51,69.0,1.0,20,29.0,0,0.0,0.0,25,51,69,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
163,9,125,Аннино,Annino,Серпуховско-Тимирязевская,6,6,740,800.0,0.0,29,66.0,0.0,6,31.0,0,0.0,0.0,0,29,66,0,1.0,5,5,10,0,0,0,0,0,0,0,1,2,2,4,1,5,5,10
164,9,33,Бульвар Дмитрия Донского,Bulvar Dmitiya Donskogo,Серпуховско-Тимирязевская,10,10,740,740.0,58.0,65,70.0,1.0,28,61.0,0,0.0,0.0,58,63,69,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,6
165,3,10,Парк Победы,Park Pobedy,Арбатско-Покровская,5,5,740,740.0,39.0,45,51.0,0.0,19,45.0,0,0.0,0.0,39,45,51,2,2.0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3
166,10,97,Трубная,Trubnaya,Люблинско-Дмитровская,1,1,720,720.0,48.0,48,48.0,48.0,48,48.0,0,0.0,0.0,48,48,48,1,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,8,58,Новокосино,Novokosino,Калининско-Солнцевская,5,5,800,800.0,68.0,69,75.0,68.0,68,68.0,9,1.0,2.0,0,9,39,0,0.0,0,0,0,5,5,10,1,2,2,4,1,4,4,8,1,4,4,8
188,4,32,Выставочная,Vistavochnaya,Филевская,4,4,790,860.0,0.0,24,50.0,0.0,19,46.0,0,0.0,0.0,0,24,50,1,3.0,4,4,8,0,0,0,0,0,0,0,1,0,2,2,1,0,3,3
189,4,31,Международная,Mejdunarodnaya,Филевская,1,1,780,780.0,11.0,11,11.0,11.0,11,11.0,0,0.0,0.0,11,11,11,1,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,12,33,Улица Старокачаловская,Ulitsa Starokachalovskaya,Бутовская,10,10,740,740.0,58.0,65,70.0,1.0,28,61.0,0,0.0,0.0,58,63,69,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,6
192,12,34,Улица Скобелевская,Ulitsa Skobelevskaya,Бутовская,2,2,800,900.0,0.0,0,0.0,0.0,0,0.0,1,0.0,1.0,0,0,0,0,1.0,1,1,2,1,1,2,1,1,1,2,1,2,2,4,1,2,2,4
193,12,35,Бульвар Адмирала Ушакова,Bulvar Admirala Ushakova,Бутовская,1,1,800,800.0,0.0,0,0.0,0.0,0,0.0,1,1.0,1.0,0,0,0,0,0.0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2
194,12,36,Улица Горчакова,Ulitsa Gorchakova,Бутовская,1,1,800,800.0,3.0,3,3.0,0.0,0,0.0,1,1.0,1.0,3,3,3,0,0.0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2
195,12,37,Бунинская аллея,Buninskaya Alleya,Бутовская,1,1,800,800.0,3.0,3,3.0,0.0,0,0.0,1,1.0,1.0,3,3,3,0,0.0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2
210,3,8,Кунцевская,Kuntsevskaya,Арбатско-Покровская,2,2,800,850.0,40.0,41,42.0,40.0,40,40.0,4,1.0,1.0,2,2,2,0,0.0,0,0,0,2,2,4,1,1,1,2,1,2,2,4,1,2,2,4
211,3,5,Строгино,Strogino,Арбатско-Покровская,8,8,800,800.0,37.0,56,76.0,0.0,34,69.0,4,0.0,1.0,36,41,46,0,1.0,4,4,8,4,4,8,0,0,0,0,1,4,4,8,1,4,4,8
212,3,1,Пятницкое шоссе,Pyatnitskoye Shosse,Арбатско-Покровская,5,5,800,850.0,0.0,48,75.0,0.0,25,63.0,8,0.0,2.0,0,5,9,0,1.0,1,1,2,4,4,8,1,4,4,8,1,5,5,10,1,5,5,10
213,3,2,Митино,Mitino,Арбатско-Покровская,10,10,800,800.0,57.0,64,76.0,27.0,39,61.0,11,0.0,2.0,0,25,65,0,0.0,0,0,0,7,7,14,1,3,3,6,1,3,3,6,1,6,6,12
214,3,3,Волоколамская,Volokolamskaya,Арбатско-Покровская,2,2,800,800.0,0.0,0,0.0,0.0,0,0.0,1,0.0,1.0,0,0,0,0,1.0,1,1,2,1,1,2,1,1,1,2,1,2,2,4,1,2,2,4
215,3,4,Мякинино,Myakinino,Арбатско-Покровская,3,3,800,800.0,31.0,48,57.0,0.0,0,0.0,0,0.0,0.0,31,48,57,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,6
216,3,9,Славянский бульвар,Slavyansky Bulvar,Арбатско-Покровская,4,4,730,800.0,37.0,60,78.0,26.0,38,53.0,4,0.0,2.0,0,32,53,0,1.0,1,1,2,3,3,6,1,1,1,2,1,1,1,2,1,1,1,2
217,10,95,Марьина Роща,Maryina Roscha,Люблинско-Дмитровская,6,6,730,740.0,12.0,37,46.0,0.0,10,33.0,3,0.0,1.0,6,22,46,1,1.0,6,6,12,3,3,6,0,0,0,0,1,2,2,4,1,5,5,10
218,10,96,Достоевская,Dostoevskaya,Люблинско-Дмитровская,3,3,800,800.0,61.0,63,66.0,0.0,14,38.0,2,0.0,1.0,32,52,63,1,1.0,3,3,6,1,1,2,0,0,0,0,0,0,0,0,1,2,1,3
219,10,74,Сретенский бульвар,Sretensky Bulvar,Люблинско-Дмитровская,6,6,790,790.0,40.0,47,54.0,1.0,14,31.0,0,0.0,0.0,40,48,54,2,2.0,6,6,12,0,0,0,0,0,0,0,0,0,0,0,1,3,3,6
220,10,106,Борисово,Borisovo,Люблинско-Дмитровская,2,2,725,780.0,39.0,39,39.0,0.0,0,1.0,2,0.0,2.0,0,20,39,0,1.0,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,4
221,10,107,Шипиловская,Shipilovskaya,Люблинско-Дмитровская,5,5,720,780.0,37.0,50,64.0,1.0,8,37.0,6,0.0,2.0,0,27,64,0,0.0,0,0,0,3,3,6,1,2,2,4,1,2,2,4,1,5,5,10
222,10,56,Зябликово,Zyablikovo,Люблинско-Дмитровская,3,3,800,800.0,37.0,46,60.0,1.0,1,1.0,4,0.0,2.0,0,20,60,0,0.0,0,0,0,2,2,4,1,2,2,4,1,2,2,4,1,3,3,6
225,2,57,Алма-Атинская,Alma-Atinskaya,Замоскворецкая,3,3,800,800.0,3.0,26,71.0,0.0,10,30.0,2,0.0,2.0,0,2,3,0,1.0,2,2,4,1,1,2,1,1,1,2,1,3,3,6,1,3,3,6
226,2,51,Каширская,Kashirskaya,Замоскворецкая,2,4,550,720.0,1.0,18,51.0,0.0,2,3.0,0,0.0,0.0,1,18,51,0,1.0,0,4,4,0,0,0,0,0,0,0,1,0,1,1,1,2,0,2
227,7,75,Китай-город,Kitay-Gorod,Таганско-Краснопресненская,15,15,740,740.0,6.0,49,73.0,6.0,48,73.0,0,0.0,0.0,6,49,73,1,1.0,15,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,7,153,Лермонтовский проспект,Lermontovsky prospect,Таганско-Краснопресненская,6,6,800,800.0,60.0,65,70.0,30.0,50,70.0,0,0.0,0.0,60,65,70,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,7,154,Жулебино,Zhulebino,Таганско-Краснопресненская,11,11,800,800.0,37.0,61,78.0,1.0,43,70.0,16,1.0,2.0,0,11,46,0,1.0,4,4,8,11,11,22,1,2,2,4,1,8,8,16,1,11,11,22
230,8,32,Деловой Центр,Delovoi Centr,Калининско-Солнцевская,2,2,800,800.0,3.0,12,21.0,0.0,8,17.0,2,1.0,1.0,3,12,21,1,2.0,2,2,4,2,2,4,0,0,0,0,1,1,1,2,1,1,1,2
231,12,155,Лесопарковая,Lesoparkovaya,Бутовская,1,1,950,950.0,71.0,71,71.0,71.0,71,71.0,0,0.0,0.0,71,71,71,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,12,87,Битцевский парк,Bitsevsky Park,Бутовская,1,1,900,900.0,64.0,64,64.0,0.0,0,0.0,0,0.0,0.0,65,65,65,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
233,8,10,Парк Победы,Park Pobedy,Калининско-Солнцевская,5,5,740,740.0,39.0,45,51.0,0.0,19,45.0,0,0.0,0.0,39,45,51,2,2.0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3
234,7,156,Спартак,Spartak,Таганско-Краснопресненская,5,5,900,900.0,8.0,60,75.0,0.0,25,32.0,0,0.0,0.0,8,60,75,0,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
235,1,157,Тропарёво,Troparevo,Сокольническая,10,10,900,920.0,0.0,70,98.0,30.0,71,95.0,15,1.0,2.0,0,43,81,0,0.0,0,0,0,10,10,20,1,2,2,4,1,2,2,4,1,4,4,8
