id_entrance;meetcode;name_ru;name_en;id_station;direction;lat;lon;max_width;min_step;min_step_ramp;lift;lift_minus_step;min_rail_width;max_rail_width;max_angle;escalator;time
90510;1;Лангбрукдреф, Лосдрехтдреф, планетариум;Langbroekdreef, Loosdrechtdreef, planetarium;52;both;52.31063461;4.984913784;900;34;34;1;34;0;0;0;0;94
90520;1;Зекерингстрат, Трансформаторвег;Zekeringstraat, Transformatorweg;1;both;52.3951684;4.850627287;900;40;40;1;40;0;0;0;0;100
90530;1;Бос эн Ломмервег;Bos en Lommerweg;3;both;52.37896622;4.837945467;900;41;41;1;41;0;0;0;0;101
90540;1;Ян ван Галенстрат;Jan van Galenstraat;4;both;52.37297489;4.835436371;900;41;41;1;41;0;0;0;0;101
90550;1;Роберт Фрёйнлан, Постьесвег;Robert Fruinlaan, Postjesweg;5;both;52.36412489;4.833969555;900;41;41;1;41;0;0;0;0;101
90560;5;Схиплёйденлан, Питер Каландлан;Schipluidenlaan, Pieter Calandlaan;6;both;52.3570459;4.834212258;900;41;41;1;41;0;0;0;0;101
90570;4;Ж/д станция;Train station;6;both;52.35717816;4.834042624;900;41;41;1;41;0;0;0;0;101
90580;3;Корнелис Лелилан, Схиплёйденлан;Cornelis Lelylaan, Schipluidenlaan;6;in;52.3578452;4.834404894;900;0;0;0;0;0;0;0;1;160
90581;3;Корнелис Лелилан, Схиплёйденлан;Cornelis Lelylaan, Schipluidenlaan;6;out;52.3578452;4.834404894;900;42;42;0;0;0;0;0;0;102
90590;2;Корнелис Лелилан, Корнелиюстрат;Cornelis Lelylaan, Corneliusstraat;6;in;52.35791995;4.834318639;900;0;0;0;0;0;0;0;1;160
90591;2;Корнелис Лелилан, Корнелиюстрат;Cornelis Lelylaan, Corneliusstraat;6;out;52.35791995;4.834318639;900;42;42;0;0;0;0;0;0;102
90600;1;Йохан Йонгкиндстрат, Корнелиюстрат;Johan Jongkindstraat, Corneliusstraat;6;both;52.35849786;4.834353141;900;41;41;1;41;0;0;4;0;101
90610;1;Хемстедестрат, Плесманлан;Heemstedestraat, Plesmanlaan;7;both;52.35217066;4.834354675;900;41;41;1;41;0;0;0;0;101
90620;1;Алетта Якобслан, Влардингенлан;Aletta Jacobslaan, Vlaardingenlaan;8;both;52.34688754;4.834477448;900;41;41;0;0;0;0;0;0;101
90630;2;Хенк Сневлитвег;Henk Sneevlietweg;8;both;52.34592215;4.834518803;900;41;41;1;41;0;0;0;0;101
90640;1;Олимпийский стадион, Зёйдерхоф;Olympisch stadion, Zuiderhof;9;both;52.33839163;4.857208575;900;40;40;1;40;0;0;0;0;100
90650;2;ВЮ Зикенхёйс, РК Белграфплатс Бёйтенвелдерт;VU Ziekenhuis, RK Belgraafplats Buitenveldert;9;both;52.33841748;4.857950383;900;40;40;1;40;0;0;0;0;100
90660;1;Дамрак;Damrak;21;both;52.37783725;4.899265258;850;33;33;1;33;0;0;0;1;193
90670;2;Ж/д станция;Train station;21;both;52.37856798;4.899390974;850;68;33;1;33;0;1000;10;0;128
90680;3;Ж/д станция;Train station;21;both;52.37805725;4.900773852;850;68;33;1;33;0;1000;10;0;128
90690;4;Трамваи;Trams;21;both;52.37768272;4.900739803;850;68;0;1;68;0;0;0;0;128
90700;5;Кампербрюг, Опен Хавенфронт;Kamperbrug, Open Havenfront;21;both;52.37706724;4.901415528;900;68;68;0;0;0;0;0;0;128
90710;7;Кампербрюг, Опен Хавенфронт;Kamperbrug, Open Havenfront;21;both;52.37713795;4.901847677;900;71;45;0;0;400;850;26;0;131
90720;6;Принсе Хендриккаде;Prince Hendrikkade;21;both;52.376787;4.901454814;900;64;45;0;0;400;850;30;0;124
90730;8;Принсе Хендриккаде, Гелдерсекаде;Prince Hendrikkade, Geldersekade;21;both;52.3766508;4.902167206;900;67;67;0;0;0;0;0;0;127
90740;9;Кампербрюг, Остердокскаде;Kamperbrug, Oosterdokskade;21;both;52.37703843;4.902290303;900;70;45;0;0;400;850;28;0;130
90750;3;Ньиве Хогстрат, Снукьестег;Nieuwe Hoogstraat, Snoekjessteeg;22;both;52.37051943;4.900291892;850;55;55;2;55;0;0;0;0;115
90760;2;Конингстрат;Koningsstraat;22;out;52.37235523;4.901824197;850;24;24;1;24;0;0;0;1;184
90761;2;Конингстрат;Koningsstraat;22;in;52.37235523;4.901824197;850;56;56;1;24;0;0;0;0;116
90770;1;Ньивмаркт;Nieuwmarkt;22;both;52.37210294;4.900856026;850;55;55;2;55;0;0;0;0;115
90780;1;Ватерлоплейн, Блавбрюг;Waterlooplein, Blawbrug;23;out;52.3672366;4.901785209;850;26;26;1;26;0;0;0;1;186
90781;1;Ватерлоплейн, Блавбрюг;Waterlooplein, Blawbrug;23;in;52.3672366;4.901785209;850;56;56;1;26;0;0;0;0;116
90790;2;Ватерлоплейн, Стадхёйс;Waterlooplein, Stadhuis;23;both;52.36778438;4.90224416;850;56;56;2;56;0;0;0;0;116
90800;3;Ньиве Геренграхт;Nieuwe Herengracht;23;both;52.36619392;4.904746185;900;11;0;0;0;0;850;5;1;171
90810;4;Хортюсплантсун;Hortusplantsoen;23;both;52.3662616;4.905190331;900;18;0;0;0;0;850;5;1;178
90820;2;Весперплейн, Стадстиммерстёйд;Weesperplein, Stadstimmerstuid;24;both;52.36154416;4.907391533;850;56;56;1;24;0;0;0;0;116
